id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
HND,17000,21000,24000,28000,31000,34000,36000,37000,37000,37000,36000,34000,33000,31000,30000,28000,27000,26000,25000,24000,24000,23000,23000,22000,22000,22000,21000
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,160000,250000,380000,540000,740000,960000,1200000,1400000,1700000,1900000,2000000,2100000,2200000,2300000,2300000,2300000,2300000,2200000,2200000,2200000,2200000,2100000,2100000,2100000,2100000,2100000,2100000
IDN,<500,<1000,1300,2700,5400,10000,18000,29000,42000,59000,80000,110000,150000,190000,240000,290000,340000,390000,430000,470000,510000,540000,570000,590000,600000,610000,620000
IRN,2800,3200,3600,3900,4400,5100,6500,8800,12000,15000,20000,25000,31000,37000,42000,48000,53000,56000,59000,61000,63000,64000,65000,65000,66000,66000,66000
IRL,1100,1300,1400,1600,1800,2000,2200,2500,2700,3000,3200,3500,3700,3900,4200,4400,4600,4800,5000,5200,5300,5400,5500,5700,5800,6000,6200
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,32000,43000,53000,63000,72000,80000,85000,89000,93000,98000,100000,110000,110000,120000,120000,120000,120000,120000,130000,130000,130000,130000,130000,130000,130000,130000,130000
JAM,9600,13000,16000,20000,23000,25000,27000,28000,30000,30000,31000,31000,31000,31000,30000,30000,30000,29000,29000,29000,29000,29000,29000,30000,30000,30000,30000
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
KAZ,<500,<1000,<1000,<1000,1100,1400,1700,2200,2700,3300,4000,4800,5600,6500,7400,8300,9400,11000,12000,13000,15000,16000,18000,20000,22000,24000,26000
KEN,690000,870000,1000000,1200000,1400000,1500000,1600000,1700000,1800000,1800000,1800000,1800000,1700000,1700000,1600000,1600000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1600000,1600000,1600000
KWT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500
KGZ,<100,<100,<100,<100,<200,<500,<500,<1000,<1000,1100,1400,1600,1900,2100,2400,2700,3100,3600,4100,4700,5200,5800,6400,7000,7500,8000,8500
LAO,<100,<100,<100,<100,<200,<200,<500,<500,<1000,1100,1700,2500,3300,4200,5000,5900,6700,7500,8200,8900,9500,10000,10000,11000,11000,11000,11000
LVA,1000,1700,2800,3800,4500,5000,5400,5700,6000,6200,6400,6500,6500,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6500,6500,6500,6600
LBN,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,1000,1100,1200,1200,1300,1300,1400,1500,1600,1700,1800,2000,2100,2200,2200
LSO,9700,18000,32000,51000,75000,100000,130000,160000,180000,200000,210000,220000,230000,230000,240000,240000,240000,250000,250000,260000,270000,280000,290000,310000,310000,320000,330000
LBR,28000,32000,37000,41000,45000,50000,55000,61000,65000,68000,67000,66000,64000,61000,58000,56000,54000,52000,50000,48000,46000,45000,44000,44000,44000,43000,43000
LTU,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,1000,1100,1200,1300,1400,1600,1700,1800,1900,2100,2200,2300,2400,2500,2600,2700,2800,2900
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,<1000,1400,2100,3200,4500,6100,8000,10000,12000,14000,16000,17000,18000,18000,19000,19000,19000,19000,19000,20000,21000,22000,23000,24000,26000,28000,31000
MWI,450000,510000,570000,620000,680000,740000,790000,840000,880000,910000,930000,950000,960000,960000,960000,950000,950000,950000,950000,960000,970000,980000,990000,1000000,1000000,1000000,1000000
MYS,9600,29000,47000,58000,67000,74000,81000,88000,93000,98000,100000,100000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,100000,99000,97000
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,44000,50000,56000,61000,67000,73000,78000,84000,89000,94000,99000,100000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000
MLT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
MRT,1100,1600,2200,2900,3800,4900,6100,7400,8800,10000,11000,12000,13000,14000,14000,14000,14000,14000,14000,14000,14000,13000,13000,13000,12000,12000,11000
MEX,67000,74000,81000,88000,94000,100000,110000,110000,120000,120000,130000,130000,140000,140000,150000,150000,160000,160000,170000,180000,180000,190000,190000,200000,210000,210000,220000
MNG,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500
MNE,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500
MAR,1300,1600,2000,2400,2900,3600,4300,5100,6000,7100,8100,9200,10000,11000,13000,14000,15000,16000,17000,18000,19000,20000,20000,21000,21000,22000,22000
MOZ,99000,130000,180000,240000,310000,390000,480000,570000,680000,790000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1500000,1600000,1600000,1700000,1800000,1800000,1800000,1800000,1800000,1800000
MMR,10000,25000,42000,56000,71000,87000,100000,120000,140000,170000,190000,210000,230000,240000,250000,250000,250000,250000,240000,240000,240000,230000,230000,230000,230000,230000,230000
NAM,12000,19000,30000,44000,62000,81000,100000,120000,140000,160000,170000,180000,180000,180000,180000,180000,180000,180000,190000,190000,200000,210000,210000,220000,230000,230000,230000
NPL,<200,<500,<1000,1800,3800,7000,11000,15000,19000,23000,27000,31000,34000,37000,39000,40000,40000,40000,40000,39000,38000,37000,36000,35000,34000,33000,32000
NLD,7500,7500,7500,7600,7700,7900,8300,9000,9900,11000,12000,13000,14000,14000,15000,16000,17000,18000,19000,19000,20000,21000,22000,22000,23000,23000,23000
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2700,3500,4300,5200,6100,6900,7800,8500,9200,9800,10000,10000,11000,10000,10000,10000,9900,9700,9500,9300,9200,9000,9000,8900,8900,8900,8900
NER,11000,14000,18000,23000,29000,35000,41000,47000,53000,58000,62000,66000,68000,69000,69000,68000,67000,65000,62000,60000,58000,56000,54000,52000,51000,49000,48000
NGA,800000,930000,1100000,1200000,1400000,1700000,1900000,2100000,2300000,2600000,2700000,2900000,3000000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3100000,3200000,3200000
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<1000,<1000,1100,2700,12000,20000,31000,42000,55000,66000,77000,88000,99000,110000,120000,130000
PAN,4400,6000,7600,8900,9600,10000,10000,11000,11000,11000,11000,12000,12000,13000,13000,14000,14000,15000,15000,16000,17000,17000,18000,19000,19000,20000,21000
PNG,<1000,1200,2000,3200,4800,6800,9400,12000,16000,19000,23000,26000,30000,32000,34000,35000,36000,37000,38000,39000,40000,41000,41000,42000,43000,44000,46000
PRY,1200,1500,1900,2300,2800,3400,4100,4900,5700,6400,7300,8100,9000,9900,11000,12000,13000,13000,14000,15000,15000,16000,17000,17000,18000,18000,19000
PER,69000,72000,76000,78000,79000,80000,80000,79000,79000,78000,77000,76000,76000,75000,74000,72000,71000,70000,69000,68000,68000,69000,69000,69000,70000,70000,70000
PHL,<100,<100,<200,<200,<500,<500,<500,<500,<1000,<1000,1100,1400,1800,2300,3000,3800,4900,6400,8200,12000,16000,20000,25000,31000,38000,47000,56000
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,<500,<1000,<1000,1200,1400,1600,1900,2900,3700,4000,4300,4600,5000,5500,6000,6700,7500,8300,9200,10000,11000,11000,12000,13000,14000,15000,15000
ROU,7500,7700,7800,7900,8000,8100,8200,8300,8500,8600,8700,9000,9600,10000,11000,11000,12000,12000,13000,13000,14000,14000,15000,15000,15000,16000,16000
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,72000,86000,98000,110000,120000,140000,160000,180000,200000,210000,220000,220000,220000,220000,220000,210000,210000,200000,200000,200000,210000,210000,210000,220000,220000,220000,220000
SAU,<1000,<1000,<1000,1000,1200,1400,1600,1900,2200,2500,2800,3200,3600,4000,4400,4900,5300,5700,6100,6500,6800,7100,7400,7600,7800,8000,8200
SEN,5700,7100,8800,11000,13000,16000,19000,22000,26000,30000,33000,37000,39000,42000,44000,45000,45000,45000,45000,45000,45000,45000,44000,44000,43000,42000,41000
SRB,1100,1200,1300,1300,1400,1300,1300,1300,1200,1200,1200,1200,1200,1200,1300,1400,1500,1500,1600,1700,1800,2000,2100,2200,2400,2500,2700
SLE,7700,9000,10000,12000,13000,14000,15000,17000,19000,21000,24000,28000,32000,36000,40000,44000,47000,50000,52000,54000,56000,58000,60000,62000,64000,66000,67000
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
SVN,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
SOM,3100,4400,6000,7900,10000,12000,15000,17000,20000,22000,24000,25000,26000,27000,27000,27000,27000,27000,27000,26000,26000,26000,25000,25000,24000,24000,24000
ZAF,130000,230000,390000,620000,950000,1400000,1800000,2300000,2800000,3200000,3600000,4000000,4300000,4600000,4900000,5100000,5400000,5600000,5800000,5900000,6100000,6200000,6400000,6600000,6800000,6900000,7100000
SSD,1100,2100,3900,6800,11000,18000,28000,40000,55000,71000,88000,100000,120000,130000,140000,150000,160000,170000,180000,180000,180000,190000,190000,200000,200000,200000,200000
ESP,84000,87000,88000,89000,88000,87000,86000,88000,91000,93000,97000,100000,100000,110000,110000,120000,120000,120000,120000,130000,130000,130000,130000,140000,140000,140000,140000
LKA,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,1000,1200,1300,1600,1800,2100,2400,2800,3100,3600,4000
SDN,2000,2600,3500,4500,5700,7000,8400,9800,11000,13000,15000,17000,19000,22000,25000,28000,31000,34000,37000,40000,43000,46000,48000,50000,52000,54000,56000
SUR,<500,<1000,<1000,1200,1500,1900,2200,2600,2900,3200,3400,3600,3700,3700,3800,3800,3800,3800,3900,4000,4100,4200,4400,4500,4600,4800,4900
SWZ,6900,14000,26000,42000,61000,81000,100000,120000,130000,150000,150000,160000,160000,160000,170000,170000,170000,170000,180000,180000,180000,190000,200000,200000,210000,210000,220000
SWE,4300,4400,4500,4500,4600,4700,4900,5100,5300,5500,5800,6000,6200,6400,6600,6900,7100,7400,7700,7900,8300,8700,9100,9600,10000,11000,11000
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,<100,<100,<100,<100,<100,<100,<200,<500,<500,<1000,1300,2000,2800,3800,4900,6000,7100,8200,9200,10000,11000,11000,12000,13000,13000,13000,14000
THA,180000,320000,450000,540000,610000,650000,680000,690000,700000,690000,680000,660000,630000,610000,580000,560000,550000,540000,530000,520000,510000,500000,490000,480000,470000,460000,450000
MKD,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,23000,30000,38000,47000,57000,68000,79000,90000,99000,110000,120000,120000,120000,130000,130000,130000,120000,120000,120000,120000,110000,110000,110000,110000,100000,100000,100000
TTO,<1000,1200,1600,2200,2900,3700,4500,5300,6000,6700,7300,7900,8300,8700,9000,9400,9600,9900,10000,10000,10000,10000,10000,11000,11000,11000,11000
TUN,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,1100,1300,1400,1600,1800,2100,2300,2500,2700,2900
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,1200000,1300000,1300000,1300000,1300000,1300000,1300000,1200000,1200000,1200000,1200000,1200000,1200000,1100000,1200000,1200000,1200000,1200000,1200000,1300000,1300000,1300000,1300000,1400000,1400000,1400000,1400000
UKR,12000,15000,20000,29000,42000,61000,85000,110000,130000,150000,170000,180000,190000,200000,200000,200000,210000,200000,200000,200000,200000,210000,210000,220000,220000,230000,240000
ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,640000,770000,900000,1000000,1200000,1300000,1400000,1400000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1400000,1400000,1400000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1400000,1400000
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,<1000,1400,1900,2500,3100,3800,4500,5200,6000,6800,7600,8500,9300,10000,11000,11000,12000,12000,12000,12000,12000,12000,11000,12000,12000,12000,12000
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,5300,7700,11000,15000,19000,24000,29000,34000,39000,44000,49000,54000,59000,63000,68000,73000,78000,82000,87000,92000,97000,100000,110000,110000,110000,120000,120000
VNM,<1000,1700,3400,6600,12000,22000,36000,53000,72000,92000,110000,130000,150000,170000,180000,190000,200000,210000,220000,230000,230000,240000,240000,240000,250000,250000,250000
YEM,<1000,1000,1300,1500,1700,1900,2200,2300,2500,2700,2900,3100,3400,3600,3900,4300,4600,5000,5400,5800,6300,6800,7400,7900,8600,9200,9900
ZMB,340000,420000,520000,600000,690000,760000,820000,860000,890000,920000,930000,930000,930000,930000,920000,920000,930000,940000,960000,980000,1000000,1000000,1100000,1100000,1200000,1200000,1200000
ZWE,760000,900000,1000000,1200000,1300000,1300000,1400000,1500000,1500000,1500000,1500000,1400000,1400000,1400000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000
Total,8900000,10700000,12500000,14500000,16700000,18800000,21000000,23000000,24800000,26400000,27700000,28700000,29500000,30200000,30600000,31000000,31400000,31700000,32200000,32600000,33200000,33700000,34300000,34900000,35500000,36100000,36700000
