id,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
LBR,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2034000000,2101000000
LBY,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,,,,,
LIE,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6663501419,,
LTU,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37120517694,43476878139,42847900766,46473646002,48545251796,41402022148,42738875963
LUX,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61808178300,66298060522,58048242436,59947781147
MAC,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45415278647,44802641830
MKD,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10051659161,10899583155
MDG,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9738652322,9990653078
MWI,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502862,3495748398,3208837077,3476094499,3655909664,3997852636,4432192844,5320925102,6190991712,6959697194,8003300198,6028470989,5518901971,6054750320,6373201160,5441852138
MYS,49142784405,59167157498,66894448545,74477975918,88704944179,100854996423,100005323302,72167753771,79148947368,93789736842,92783947368,100845263158,110202368421,124749736842,143534102611,162690965596,193547824063,230813597938,202257586268,255016609233,297951960784,314442825693,323276841537,338068990803,296283190373,296359118755
MDV,244468293,284853359,322326642,355884383,398988955,450382328,508223602,540096398,589239754,624337145,870179739,897031250,1043403344,1202240023,1119806500,1474698125,1745998938,2109960938,2149257813,2323401758,2449576517,2518312129,2795147950,3094197810,3435244659,3591112751
MLI,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,12813248725,14004067516,12746688962,14045098238
MLT,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9500001983,9198987220,10131419449,11188785253,10287007021,10949092472
MHL,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131106400,137744500,143656600,150851598,152901100,152631200,164751300,172674900,185055800,190992000,183114100,179432600,183000000
MRT,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,3978425731,3670515696,4343665120,5179689614,5225532807,5724227536,5391475878,4844223518,4634588338
MUS,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4291172816,4582555125,4536538211,4767303154,5609831328,6385695187,6283803256,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11681761261,12164207330
MEX,314453890803,363609256196,503962832199,527318753518,343792792161,397404140458,480554644188,502010250657,579459682649,683647965227,724703603502,741559509631,713284231625,770267585947,866345821213,965281191372,1043471321169,1101275278669,894948748437,1051128603514,1171187519661,1186598324462,1261981728469,1298398654279,1151037122909,1045998068645
FSM,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835200,315725600,318072000,314971100,322000000
MDA,,,,,1752975841,1695130457,1930071407,1639497207,1170785048,1288429151,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6512899540,6749515655
MCO,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,
MNG,2379018326,1317611864,768401634,925817092,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481853,10409797610,12292770631,12582122604,12226514746,11741338841,11160356498
MNE,,,,,,,,,,984279598,1159860290,1284446123,1707678390,2073255525,2257174481,2696020575,3668857104,4519731947,4141382328,4139192053,4538198499,4087724528,4464260489,4587928884,4019889098,4173255531
MAR,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,101370474295,98266306615,106825649872,109881398475,100593283697,101445004813
MOZ,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16961127046,14798399862,11014858592
MMR,,,,,,,,,,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59731122170,60132854537,65574726566,62600906116,67429590536
NAM,3012742078,3448326858,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12713366873,12853963143,11491507356,10267157280
NRU,,,,,,,,,,,,,,,,,20432742,39333572,44290952,49248811,72751801,103811959,108601538,117020382,100459783,102060130
NPL,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21313549579,21143873417
NLD,323320449906,358330385840,349037818106,374291430318,446528959649,445704575163,412199006099,432476116419,441975282335,412807259996,426573601790,465368906456,571863431151,650532654582,678533764457,726649102998,839419655078,936228211513,857932759100,836389937229,893757287202,828946812397,866680000367,879635084125,750318056806,770845046232
NCL,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,
NZL,42745329732,41649298171,46775067751,55315342817,63918703507,70140835299,66074513018,56227169851,58761741658,52623281957,53872425917,66628222189,88250885550,103905882353,114719425473,111606899682,137314617476,133279679483,121337372728,146580949349,168461998741,176192886551,190521142196,200696291790,175564427553,185017316093
NIC,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12747741540,13230844687
NER,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7667951988,8245312137,7142951342,7508986509
NGA,27392886873,29300903643,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46386011231,44137994252,59116847822,67655813930,87845420504,112248353105,145429764861,166451213396,208064753766,169481317540,369062464570,411743801712,460953836444,514966287207,568498939784,481066152870,405082677660
MNP,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,780000000,836000000,922000000,
NOR,121872464483,130838040068,120579072751,127131461120,152027402450,163517783497,161354369893,154165219812,162286003693,171315639983,174003247439,195418347153,228752436372,264357494659,308722079938,345424664369,400883873279,461946808511,386383919342,428527064663,498156756965,509704856038,522746212766,498339751389,386578443733,370556666667
OMN,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641621958,67937307405,76689583317,78938585286,81034395038,69831770996,66293368010
PAK,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,109502102511,137264061106,152385716312,170077814106,168152775283,177406854515,213587413184,224383620830,231218567179,244360888751,271049886673,283659980698
PLW,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,149300000,160000000,163500000,159900000,175300000,193300000,194700000,196000000,198100000,186400000,183800000,199900000,214200000,228700000,250900000,287400000,293000000
PAN,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700,55187700000
PNG,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346,15391629871,15413163675,16928680397,,
PRY,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25099681461,24595319574,28965906502,30881166852,27282581336,27440632934
PER,34672122381,36139225288,35158109999,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102170981144,120550599815,120822986521,147528937029,171761737047,192648999090,201217661646,201049665375,189212096470,192093512185
PHL,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207025219,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,103071585463,122210719246,149359920006,174195135053,168334599538,199590774785,224143083707,250092093548,271836123724,284584522899,292774099014,304905406846
POL,85500935935,94337050693,96045645026,110803391517,142137319588,159942880457,159117799530,174388271854,169717677901,171885598583,190521263343,198680637255,217518642325,255102252843,306134635594,344826430298,429249647595,533815789474,439796160379,479321128909,528819945375,500344281382,524214789308,545151778520,477336782067,469508680416
PRT,89242382961,107602689041,95019103603,99698453261,118133634072,122629812841,117046198971,123981736420,127465545493,118358489958,121545880984,134228697534,164964195260,189187437298,197304513120,208566948940,240169336162,262007590450,243745748819,238303443425,244895101712,216368178659,226073492966,229629822122,199082291239,204564700289
PRI,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,100351670000,101080738000,103134778000,,,
QAT,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270054945,97798351648,125122306346,167775274725,186833516484,198727747253,206224725275,164641483516,152468681319
ROU,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,123533036668,171536685396,208181626901,167422949529,167998080493,185362855081,171664638717,191549024911,199493490983,177522705145,186690595273
RUS,517962962963,460290556901,435083713851,395077301248,395531066563,391719993757,404926534140,270953116950,195905767669,259708496267,306602673980,345110438692,430347770732,591016690743,764017107992,989930542279,1299705247686,1660844408500,1222643696992,1524916112079,2031768558636,2170143623038,2230625004654,2063662281005,1365865245098,1283162348133
RWA,1911600970,2029026704,1971525999,753636370,1293535011,1382334879,1851558302,1989343495,1817655328,1734938264,1674685094,1677447150,1845979299,2089188829,2581465864,3152016557,3824811913,4860576609,5379378135,5774003744,6491683832,7315702176,7622526429,8016288347,8261034258,8376048905
WSM,125597205,132303041,133122897,221098107,224865731,249908971,285475592,269481523,258833767,269019710,273088357,288078881,338838639,420320176,462644663,508505414,550967295,644143266,560967765,643056628,739777274,801152293,804816206,803574789,803976512,785916937
SMR,,,,,,,,,853373880,773907642,815205233,879957210,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,,,
STP,,,,,,,,,,,72230284,80531992,96343906,105360802,126194166,134441117,145827430,188021169,187821029,197454053,233213523,252560557,302925490,348463458,317696179,351054248
SAU,132223268485,137087876663,132967901424,135174886501,143343036351,158662398751,165963557420,146775498093,161716960000,189514926223,184137469725,189605920241,215807655244,258742133333,328459608764,376900133511,415964509673,519796800000,429097866667,528207200000,671238840108,735974843349,746647127408,756350347320,654269902889,646438380569
SEN,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13428461874,12809044978,12937300245,14368348214,14202389642,14810978041,15308965399,13609978076,14765462631
SRB,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,37745114708
SYC,374359556,433667194,473916819,486451205,508221508,503068472,562958837,608369282,622985494,614879765,622262057,697518248,705704816,839319927,919103255,1016418229,1033561654,967199594,847397850,969936525,1065826670,1134267367,1411061261,1422530792,1437722206,1427323889
SLE,779981459,679997998,768812335,911915971,870758739,941742153,850218034,672375927,669384769,635874002,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2942546781,3801862611,4920343195,5015157816,4251779857,3668876080
SGP,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,100163995151,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,114188557567,127417688056,147797218201,179981288567,192225881688,192408387762,236421782178,275599459374,289162118909,302510668904,308142766948,296840704102,296965712342
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,100324627215,88945625174,89501012916,98181259740,93413992956,98478349315,100760596988,87267593788,89551834323
SVN,,,,,21273055398,21480023017,20749140606,22125435372,22689994990,20342201356,20875387068,23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48013606745,51290792018,46258247575,47688566993,49530147016,42776716631,43990635176
SLB,320355091,378778047,410923236,464756639,519334097,565163751,567919503,471177008,482214092,435103853,400463452,341661644,332738246,375111895,413909879,456705434,516074229,608293860,597765363,671585343,886498371,1025125082,1059695156,1156563123,1129164719,1202125000
SOM,,,,,,,,,,,,,,,,,,,,,,,5352000000,5647000000,5925000000,6217000000
ZAF,123943432441,134545231417,134309759158,139752450152,155460285076,147607982695,152586154514,137774361015,136631966609,136361854808,121516070205,115482368344,175256916996,228593566165,257772710833,271638484826,299415505152,286769839733,295936485833,375349396274,416418862156,396327771011,366623856822,350850571747,317406594612,294840648284
SSD,,,,,,,,,,,,,,,,,,15550136279,12231362023,15727363443,17826697892,10368813559,13257635695,13282084034,9015221096,
ESP,575598537070,629202392004,523649481762,529121577320,612939685081,640998292395,588692045455,617041986858,633194118900,595402616547,625975838926,705145868624,906853273138,1069555500372,1157276458152,1264551499185,1479341637011,1634989014208,1499074742984,1431587612302,1488017213511,1335945712662,1361775869856,1375856057717,1192955480686,1232088185030
LKA,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74317806755,79356456990,80611989527,81321876307
KNA,209880963,229434519,249676000,277567259,299699667,318742963,357237682,364975457,389984429,420515113,461078096,483120201,465850733,502561637,543167674,636218025,674008481,738942556,723209111,705015370,753225963,734462667,788163889,847778185,876478556,916896556
LCA,513753815,566894741,574870407,600005556,640449519,662196185,676949593,737554889,775934815,784159222,743808074,748346593,823837148,893107222,951207370,1062617148,1150526259,1187075815,1180949889,1241892815,1280623889,1298815407,1318052185,1386188630,1431135704,1378627407
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,254829630,277954111,286307815,289438481,316008481,331489704,347770000,373619852,390719148,396270000,430040370,461883444,481806296,521975111,550728667,610930044,651833315,695428852,674922481,681225963,676129407,692933741,721207148,727912815,737683556,770796556
SDN,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032
SUR,448300000,404600000,428794118,605492537,693970588,860630923,929607500,945000000,885444186,892164394,763465550,1078402128,1271196078,1484092538,1793754805,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4878731707,3620699735
SWZ,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1738100848,1542477355,1432228173,2197612761,2770082815,3178126548,3291353813,3469363931,3294093360,3580417157,4438778554,4820499498,4807282468,4575596301,4486261555,4137638727,3727303664
SWE,270362531377,280312318915,209950792713,226079963712,264051981551,288103936773,264477727279,266800462899,270847937645,259802012617,239917320967,263926220333,331108912605,381705425302,389042298377,420032121656,487816328342,513965650650,429657033108,488377689565,563109663291,543880647757,578742001488,573817719109,495694356612,510999796582
CHE,260459896583,271133679206,263691005482,291913801053,341759012939,329619351052,286604024805,294977518761,289884127679,271659728209,278628772873,301127808995,351982634291,393541693928,407535656039,429195591243,477407802316,551546962700,539528229942,581208562423,696278717728,665054050621,684835034384,702705544909,670789928810,659827235194
SYR,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,
TJK,2534720480,1909246641,1646693642,1346074611,1231523035,1043893063,921843144,1320126706,1086567378,860550306,1080774007,1221113780,1554125531,2076148696,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203,7633049792,8506674783,9236309138,7853450374,6951657159
TZA,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,9345174219,9697847264,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44333456245,48197218327,45628247290,47431038892
THA,98234695722,111452869378,128889832383,146683499006,169278552851,183035154107,150180268649,113675706127,126668932160,126392308498,120296746257,134300851255,152280653544,172895476153,189318499954,221758486880,262942650544,291383081232,281710095725,341105009515,370818747397,397559992407,420528737877,406521561093,399234547137,406839679302
TLS,,,,,,,,,,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,827000000,943000000,1148000000,1293000000,1312000000,1399000000,1441718600,
TGO,1602299863,1692959110,1233496846,982624325,1309382885,1465448290,1498950899,1587345951,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866617463,4080929201,4482880424,4087628276,4399995987
TON,132201141,137066291,138489884,193775943,202547014,219583570,212155125,188686997,196686675,202363492,181244788,182737040,202543202,229358215,262176134,294137737,300143057,349459649,318151987,369435481,423015938,472441383,449387934,443475142,435430325,395159629
TTO,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369070085,21642304046,27870257894,19175196446,22157948396,25433011405,25694164489,26436221401,26175906133,23559287484,20989155540
TUN,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044176964,46255308672,47603227897,43156606852,42062549395
TUR,150027833333,158459130435,180169736364,130690172297,169485941048,181475555283,189834649111,275768695819,255884300382,272979390595,200254104151,238423907923,311825946795,404776328438,501422832614,552504962256,675754121015,764322933265,644656538878,771876943466,832546462300,873981840596,950595641012,934167774215,859383637729,857748989288
TKM,3208098919,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799628571,36179885714
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,9365166,9742949,9630763,10886826,11025945,12334846,12700905,12757633,13687141,13742057,13196545,15450994,18231079,21534932,21839099,22902861,27030374,30290220,27101076,31823519,39312017,39875751,38322360,37259690,32673278,34218878
UGA,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,21203769125,20179411063,20508595015,23516083900,24879053947,27927875336,27856380083,25527910091
UKR,77464561150,73942235330,65648559903,52549555149,48213868178,44558077827,50150399792,41883241472,31580639045,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,107753069307,142719009901,179992405832,117227769792,136013155905,163159671670,175781379051,183310146378,133503411376,91030959455,93270479389
ARE,51552165622,54239171888,55625170253,59305093980,65743666576,73571233996,78839008445,75674336283,84445473111,104337372362,103311640572,109816201498,124346358067,147824370320,180617018380,222116541865,257916133424,315474615739,253547358747,289880430197,350908390046,374817974113,390427289211,403197682888,357949199760,348743265715
GBR,1142797178131,1179659529660,1061388722256,1140489745944,1320255641471,1392979719189,1537090700720,1623564094071,1652167933991,1635441065214,1613034403340,1757571942446,2028488163265,2389004027829,2508103636364,2678277828887,3063005202081,2875463235294,2367127278392,2429680444513,2608824654244,2646002634060,2719509472493,2998833559196,2861090726740,2618885692029
USA,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16691517000000,17393103000000,18036648000000,18569100000000
URY,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746850,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572622,30366213095,31660911290,40284481662,47962439293,51264390121,57531233351,57236013078,53274304215,52419720714
UZB,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189,51821573338,57690453461,63067077179,66903804143,67220335570
VUT,188869986,196142585,188080374,219260341,233902115,245177633,255890222,262301253,267999225,272014693,257926882,262603782,314463144,364996869,394962552,439376794,526428310,607958616,610066629,700804286,792149701,781702874,801787556,814954307,742432131,773502896
VEN,51749026408,58450099415,58124193833,56531046465,74906532240,68263823149,85843534589,91331203433,97976886247,117140723529,122903960205,92893587734,83620628582,112453382330,145510008135,183477522124,230364012576,315953388511,329787628928,393190682070,316482190800,381286237848,371006299120,,,
VNM,9613369548,9866990092,13180953966,16286434068,20736163924,24657470353,26843701147,27209601996,28683657995,33640085739,35291349197,37947904054,42717072869,49424107710,57633255618,66371664817,77414425532,99130304099,106014601171,115931749697,135539487317,155820001920,171222025117,186204652922,193241108710,202615893444
VIR,1671200000,1770899968,1996000000,,,,,,,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3764000000,3624000000,3765000000,
PSE,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13397100000
YEM,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906749533,32726417878,35401339869,40415233436,43228583935,37733919936,27317605346
ZMB,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,19551093303
ZWE,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8366794000,10052045200,12071733500,14058378300,15223528900,15834069900,16072380200,16289212000
Total,23909829106075,25389800980622,25834735037940,27740746941931,30840585358590,31518975357770,31403319223791,31314851252939,32486113873035,33543172517933,33335981796638,34612407548364,38867460637801,43770743999115,47385623695561,51306757202149,57793330573298,63386360636271,60086989443247,65906150720610,73241717918436,74802287630429,76924649544656,78870119013703,74509719336394,75543542614449
