GUY,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8
GUY,7.1,7.8,8.5,9.3,10,10.1,10.3,10.4,10.6,10.7
HND,4.9,5.6,6.2,6.9,7.5,7.6,7.7,7.8,8,8.1
HND,5.8,6.1,6.8,6.8,7,7,7.1,7.2,7.2,7.3
HUN,10.4,10.4,10.2,10.1,10,10,10,9.9,9.9,9.9
HUN,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
IND,870.6,960.9,1053.5,1144.3,1231,1247.4,1263.6,1279.5,1295.3,1311.1
IND,181.4,197,211.5,226.3,241.6,244.8,248,251.3,254.5,257.6
IND,56.2,60.3,65.8,70.1,74.3,75.2,76.2,77.2,78.1,79.1
IND,17.5,20.2,23.6,27,30.9,31.9,33,34.1,35.3,36.4
IND,3.6,3.6,3.8,4.2,4.6,4.7,4.7,4.7,4.7,4.7
ISR,4.5,5.3,6,6.6,7.4,7.6,7.7,7.8,7.9,8.1
ITA,57,57.1,57.1,58.7,59.6,59.7,59.7,59.8,59.8,59.8
JAM,2.4,2.5,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8
JAM,122.2,124.5,125.7,127,127.3,127.3,127.1,127,126.8,126.6
JOR,3.4,4.3,4.8,5.3,6.5,6.8,7,7.2,7.4,7.6
KAZ,16.5,15.9,15,15.5,16.3,16.6,16.8,17.1,17.4,17.6
KEN,23.4,27.4,31.1,35.3,40.3,41.4,42.5,43.7,44.9,46
KIR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KOR,20.2,21.8,22.8,23.8,24.5,24.6,24.8,24.9,25,25.2
KOR,43,44.7,46.2,47.6,49.1,49.4,49.6,49.8,50.1,50.3
KOR,2.1,1.6,1.9,2.3,3.1,3.2,3.4,3.6,3.8,3.9
KOR,4.4,4.6,5,5.1,5.5,5.6,5.6,5.7,5.8,5.9
LAO,4.2,4.9,5.3,5.7,6.3,6.4,6.5,6.6,6.7,6.8
LAO,2.7,2.5,2.4,2.2,2.1,2.1,2,2,2,2
LCA,2.7,3,3.2,4,4.3,4.6,4.9,5.3,5.6,5.9
LCA,1.6,1.8,1.9,1.9,2,2,2.1,2.1,2.1,2.1
LCA,2.1,2.1,2.9,3.3,4,4.1,4.2,4.3,4.4,4.5
LCA,4.4,4.9,5.3,5.8,6.3,6.3,6.3,6.3,6.3,6.3
LIE,0,0,0,0,0,0,0,0,0,0
LIE,3.7,3.6,3.5,3.3,3.1,3.1,3,3,2.9,2.9
LUX,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6
LVA,11.5,13.5,15.7,18.3,21.1,21.7,22.3,22.9,23.6,24.2
MAF,9.4,9.8,11.2,12.7,14.8,15.2,15.7,16.2,16.7,17.2
MAF,18.2,20.7,23.4,25.8,28.1,28.6,29,29.5,29.9,30.3
MAF,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
MAF,8.5,9.6,11,12.9,15.2,15.6,16.1,16.6,17.1,17.6
MAF,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
MAR,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MAR,2,2.3,2.7,3.2,3.6,3.7,3.8,3.9,4,4.1
MAR,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
MEX,85.6,94.4,102.8,109.7,118.6,120.4,122.1,123.7,125.4,127
MEX,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MNG,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.1
MNG,0,0,0,0,0,0,0,0,0,0
MNG,2.2,2.3,2.4,2.5,2.7,2.8,2.8,2.9,2.9,3
MNG,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
MNG,24.9,27.2,29,30.4,32.1,32.5,33,33.5,33.9,34.4
MOZ,13.4,15.9,18.3,21.1,24.3,25,25.7,26.5,27.2,28
MWI,42,44.7,47.7,50,51.7,52.1,52.5,53,53.4,53.9
NAM,1.4,1.7,1.9,2,2.2,2.2,2.3,2.3,2.4,2.5
NAM,0,0,0,0,0,0,0,0,0,0
NCL,18.7,21.4,23.7,25.5,26.9,27.2,27.5,27.8,28.2,28.5
NER,14.9,15.5,15.9,16.3,16.6,16.7,16.7,16.8,16.9,16.9
NER,3.4,3.7,3.9,4.1,4.4,4.4,4.4,4.5,4.5,4.5
NIC,4.1,4.6,5,5.4,5.7,5.8,5.9,5.9,6,6.1
NIC,7.9,9.4,11.2,13.5,16.3,16.9,17.6,18.4,19.1,19.9
NIC,95.6,108.4,122.9,139.6,159.4,163.8,168.2,172.8,177.5,182.2
NOR,4.2,4.4,4.5,4.6,4.9,5,5,5.1,5.1,5.2
NZL,1.8,2.2,2.2,2.5,2.9,3.2,3.5,3.9,4.2,4.5
PAK,107.6,122.6,138.3,153.4,170,173.7,177.4,181.2,185,188.9
PAK,0,0,0,0,0,0,0,0,0,0
PAK,2.1,2.6,3.2,3.6,4.1,4.2,4.3,4.4,4.5,4.7
PAN,2.5,2.7,3,3.3,3.6,3.7,3.7,3.8,3.9,3.9
PAN,4.2,4.7,5.4,6.1,6.8,7,7.2,7.3,7.5,7.6
PAN,4.2,4.8,5.3,5.8,6.2,6.3,6.4,6.5,6.6,6.6
PER,21.8,24,25.9,27.6,29.4,29.8,30.2,30.6,31,31.4
PER,61.9,69.8,77.9,86.1,93,94.5,96,97.6,99.1,100.7
POL,38.2,38.6,38.5,38.5,38.6,38.6,38.6,38.6,38.6,38.6
POL,9.9,10.1,10.3,10.5,10.6,10.6,10.5,10.5,10.4,10.3
QAT,0.5,0.5,0.6,0.8,1.8,1.9,2,2.1,2.2,2.2
QAT,23.5,23,22.1,21.4,20.3,20.1,19.9,19.8,19.7,19.5
ESH,147.6,148.3,146.4,143.6,143.2,143.2,143.3,143.4,143.4,143.5
ESH,7.3,5.9,8,9,10.3,10.6,10.8,11.1,11.3,11.6
ESH,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1
ESH,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ESH,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ESH,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ESH,0,0,0,0,0,0,0,0,0,0
ESH,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SAU,16.4,18.9,21.4,24.7,28.1,28.8,29.5,30.2,30.9,31.5
SDN,7.5,8.7,9.9,11.3,13,13.4,13.8,14.2,14.7,15.1
SDN,9.5,9.9,9.5,9.2,9.1,9,9,8.9,8.9,8.9
SDN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SDN,3.9,3.8,4.1,5.1,5.8,5.9,6,6.2,6.3,6.5
SDN,3,3.5,3.9,4.5,5.1,5.2,5.3,5.4,5.5,5.6
SDN,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
SDN,2,2,2,2,2.1,2.1,2.1,2.1,2.1,2.1
SOL,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6
SOM,6.3,6.3,7.4,8.5,9.6,9.8,10,10.3,10.5,10.8
SOM,36.8,41.4,44.9,48.4,51.6,52.2,52.8,53.4,54,54.5
SOM,5.8,5.5,6.7,8.1,10.1,10.5,11,11.5,11.9,12.3
SOM,39.2,39.8,40.8,43.9,46.6,46.7,46.6,46.5,46.3,46.1
SRB,17.3,18.2,18.8,19.5,20.2,20.3,20.4,20.5,20.6,20.7
STP,20,24.7,28.1,32,36.1,36.9,37.7,38.5,39.4,40.2
SUR,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SVN,0.9,1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3
SWE,8.6,8.8,8.9,9,9.4,9.5,9.5,9.6,9.7,9.8
SWE,6.7,7,7.2,7.4,7.8,7.9,8,8.1,8.2,8.3
SYR,12.5,14.3,16.4,18.1,20.7,20.5,20,19.3,18.8,18.5
SYR,5.3,5.8,6.2,6.8,7.6,7.8,7.9,8.1,8.3,8.5
SYR,25.5,29.9,34,39.1,45.6,47.1,48.6,50.2,51.8,53.5
THA,56.6,59.3,62.7,65.9,66.7,66.9,67.2,67.5,67.7,68
THA,2,2,2,2,2.1,2.1,2.1,2.1,2.1,2.1
THA,0.7,0.9,0.8,1,1.1,1.1,1.1,1.1,1.2,1.2
TLS,3.8,4.3,4.9,5.6,6.4,6.6,6.7,6.9,7.1,7.3
TON,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TON,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
TUN,8.2,9.1,9.7,10.1,10.6,10.8,10.9,11,11.1,11.3
TUR,54,58.5,63.2,67.9,72.3,73.5,74.8,76.2,77.5,78.7
TUR,3.7,4.2,4.5,4.7,5,5.1,5.2,5.2,5.3,5.4
TUR,0,0,0,0,0,0,0,0,0,0
UGA,17.4,20.4,23.8,28,33.1,34.3,35.4,36.6,37.8,39
UKR,51.4,50.8,48.7,46.8,45.6,45.5,45.3,45.2,45,44.8
UKR,1.8,2.4,3,4.5,8.3,8.7,9,9,9.1,9.2
UKR,57.1,57.9,58.9,60.2,62.7,63.2,63.6,64,64.3,64.7
UKR,252.8,266.3,282.9,296.1,309.9,312.4,314.8,317.1,319.4,321.8
UKR,3.1,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4
UZB,20.5,22.7,24.5,25.9,27.7,28.2,28.6,29,29.5,29.9
UZB,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
VEN,19.9,22.2,24.5,26.8,29,29.4,29.9,30.3,30.7,31.1
VEN,68.2,75.2,80.3,84.2,88.4,89.3,90.3,91.4,92.4,93.4
YEM,12,15.3,17.8,20.5,23.6,24.2,24.9,25.5,26.2,26.8
ZAF,8.1,9.3,10.6,12,13.9,14.3,14.8,15.2,15.7,16.2
ZAF,10.5,11.7,12.5,13,14,14.3,14.6,14.9,15.2,15.6
