id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MLI,<1000,<1000,<1000,1000,1200,1300,1500,1600,1800,1900,2100,2200,2300,2400,2400,2400,2400,2300,2400,2000,1900,1700,1700,1900,1800,1600,1600
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<100,<100,<100
MEX,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<200,<500
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
MOZ,2700,3800,5300,7200,9600,12000,15000,18000,22000,25000,28000,31000,33000,36000,36000,37000,38000,35000,35000,33000,36000,32000,27000,22000,17000,14000,13000
MMR,<100,<100,<200,<200,<500,<500,<500,<1000,<1000,<1000,1100,1300,1400,1500,1600,1600,1500,1500,1300,1200,1100,1200,<1000,<1000,<1000,<1000,<1000
NAM,<500,<500,<1000,1000,1400,1800,2100,2500,2800,3000,3100,3100,3100,3100,2900,2500,2200,1900,1800,1900,1600,1400,1400,1200,<1000,<1000,<500
NPL,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<200,<200,<200,<200,<200,<100,<100,<100,<100
NLD,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
NER,<500,<500,<500,<1000,<1000,<1000,<1000,1100,1200,1300,1400,1400,1500,1500,1400,1400,1300,1200,1100,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
NGA,16000,19000,22000,26000,30000,35000,39000,43000,47000,50000,52000,53000,54000,54000,54000,53000,51000,49000,47000,45000,44000,43000,40000,36000,35000,37000,37000
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<500,<500,<500,<500,<500,<500,<500,<500
PRY,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
PER,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<200,<200,<200,<200,<200,<100,<100,<100,<100,<100
PHL,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
ROU,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1600,1900,2000,2200,2500,2800,3200,3700,4100,4400,4600,4700,4700,4700,4000,3700,3200,2700,2300,2300,2100,<1000,1100,<1000,<1000,<1000,<1000
SAU,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
SEN,<200,<200,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
ZAF,2700,4700,7800,13000,19000,26000,34000,42000,50000,56000,62000,67000,72000,73000,72000,70000,67000,61000,58000,38000,25000,25000,25000,20000,16000,17000,12000
SSD,<100,<100,<100,<200,<500,<500,<1000,<1000,1200,1500,1900,2100,2400,2500,2700,2800,2900,3000,3000,3000,2800,2800,2800,2600,2700,2000,2400
ESP,<200,<200,<200,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,<100,<100,<100,<100,<100,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000
