id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
CIV,3800,5000,6400,7900,9700,12000,13000,15000,17000,19000,20000,21000,21000,22000,22000,19000,17000,16000,14000,14000,13000,11000,13000,14000,14000,14000,13000
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,9100,11000,12000,14000,15000,17000,18000,19000,20000,20000,21000,21000,21000,21000,21000,20000,19000,18000,17000,16000,14000,13000,13000,12000,11000,9400,7900
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
DOM,<200,<200,<500,<500,<1000,<1000,1200,1500,1900,2300,2600,3000,3300,3500,3700,3700,3500,3200,2800,2500,2300,2200,2000,1800,1600,1400,1100
ECU,<100,<200,<200,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500,<1000,<1000,<1000,<1000
EGY,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<100,<200,<200,<200,<200,<200,<200,<200,<200,<500
SLV,<200,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
GNQ,<100,<100,<200,<200,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000
ERI,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<200,<200,<200,<200,<200,<200,<200
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2600,3700,5100,6800,8900,11000,14000,17000,19000,22000,24000,26000,27000,28000,29000,28000,26000,22000,18000,15000,12000,9600,8000,7100,7500,7300,7000
